ID,Word
1515,pro
1516,venue_tembak
1517,korupsi
1518,closing_ceremony_pon
1519,kontroversi
1520,rony
1521,putus
1522,industri_olahraga
1523,model
1524,blitar
1525,netizen
1526,amburadul
1527,fifa
1528,fufufafa
1529,federasi
1530,soft_tenis
1531,jawa_timur_juara
1532,libur
1533,sayang
1534,kpk
1535,bkn
1536,suap
1537,hantam
1538,ekosistem
1539,olahraga_digital
1540,sponsor
1541,jolie
1542,tunjuk_prestasi
1543,aparat
1544,citra
1545,indonesia_timur
1546,cabang_esport
1547,dunia_game
1548,fasilitas_venue
1549,dunia_esport
1550,mantong
1551,kompetitif
1552,gemar
1553,yo
1554,asing
1555,ngebuktiin
1556,terampil
1557,curang
1558,picu
1559,janis_rosalita
1560,horas_ma
1561,savage
1562,organisir
1563,cemerlang
1564,pancen
1565,lam
1566,nyan
1567,bijak
1568,tenan
1569,sude
1570,makassar
1571,nahan
1572,anggap
1573,ngerti
1574,gabe
1575,lempar
1576,minta
1577,adrenalin
1578,lokapala
1579,pihak
1580,pro_player
1581,anjing
1582,september_angka_main_colok
1583,shio
1584,twin_fufufafa
1585,hakim
1586,gacor
1587,kompetisi_esport
1588,gamer_indonesia
1589,tangkap_piala
1590,orang_takjub
1591,tradisi_barongsai
1592,tampan
1593,gamer
1594,efisiensi
1595,pssi
1596,sampang
1597,teriak
1598,menu
1599,rugi
1600,protes
1601,wkwk
1602,dunia_gaming
1603,penjara
1604,hak
1605,probolinggo
1606,dota
1607,hero
1608,komunitas_counter_strike_online
1609,cod_mobile
1610,komunitas_pubg_mobile
1611,komunitas_fps
1612,magetan
1613,player_mlbb
1614,panitia_sport
1615,komunitas_cod_mobile
1616,zona
1617,fps
1618,komunitas_dota
1619,komunitas_efootball_pes
1620,sman
1621,eliminasi_cepat
1622,senjata
1623,tim_free_fire
1624,gaming
1625,tulungagung
1626,komunitas_mlbb
1627,top_banget
1628,komunitas_moba
1629,atlet_dota
1630,sewa
1631,player_moba
1632,damage
1633,efootball_pes
1634,player_counter_strike_online
1635,mobile_legends
1636,ngajantenkeun
1637,sakit
1638,mlbb
1639,teamfight
1640,keu
1641,tim_lampung
1642,penalti
1643,dukung_ma_hita
1644,bukti_bahawa
1645,sukan
1646,malming
1647,nonton_esport
1648,jantung
1649,fans
1650,buet
1651,rapi_banget
1652,tangkap
1653,reaksi
1654,tim_jateng
1655,pbesi
1656,aceh_vs_sulawesi
1657,brutal
1658,main_pukul
1659,naturalisasi
1660,insiden
1661,kartu_merah
1662,erick_thohir
1663,kena_pukul
1664,pinalti
1665,kapar
1666,kasi
1667,sugiharto
1668,wasit_eko_agus
1669,kartu_kuning
1670,ngapain
1671,pimpin_laga
1672,lucu
1673,tonjok
1674,onana
1675,ricuh
1676,yah
1677,bola_putri
1678,anjir
1679,kesel
1680,timnas_putri
1681,usut
1682,usut_tuntas
1683,gempa
1684,kadin
1685,gg
1686,tim_sport_lampung
1687,seupakbola_putroe
1688,hana
1689,sing_rapi
1690,peugah
1691,bola_sepak_wanita
1692,kompetisi_sports
1693,closing_ceremony
1694,milenial
1695,bola_sepak
1696,ndang
1697,geutanyoe
1698,football
1699,bal_balan_boru
1700,makhluk
1701,enom
1702,bal_balan_putri
1703,gamers
1704,koneksi_lan
1705,sing_rapi_banget
1706,dadi_ajang_kanggo
1707,main_bola
1708,entuk
1709,teknologi_lan
1710,erick_thohir_bilang
1711,lawan_lawan
1712,belah
1713,izzy_dwifaiva
1714,eko_agus_sugiharto
1715,kanthi
1716,bawa_jawa_timur
1717,capek
1718,pukul_mentah
1719,kontroversial
1720,indikasi
1721,ketua_pssi
1722,pukul_wasit
1723,aflah_fadlan
1724,main_kasar
1725,muhammad_rizki_saputra
1726,sanksi
1727,laga_semifinal
1728,investigasi
1729,cabut_lisensi
1730,sanksi_berat
1731,pidana
1732,sepak_bola_indonesia
1733,sangka
1734,kualitas_wasit
1735,wasit_bodoh
1736,komentator
1737,pssi_kecam
1738,usia_muda
1739,bayar_wasit
1740,wajar
1741,wasit_nya
1742,hukum_berat
1743,mukul
1744,mampus
1745,eh
1746,cabut
1747,hukum
1748,netral
1749,anindya_bakrie
1750,kontol
1751,nonjok
1752,becus
1753,komisi_wasit
1754,tarkam
1755,nonjok_wasit
1756,si_wasit
1757,lisensi
1758,var
1759,kena_sanksi
1760,larang
1761,bangsat
1762,mukul_wasit
1763,mafia
1764,tai
1765,akar
1766,bain
1767,karirnya
1768,sogok
1769,kriminal
1770,gaada
1771,mimpin
1772,nyari
1773,korsel
1774,chelsea
1775,kotak
1776,pecat
1777,kaga
1778,lu_lihat
1779,ky
1780,emng
1781,wasit_curang
1782,diving
1783,otak
1784,hilang
1785,barca
1786,ucl
1787,sangsi
1788,kek_gitu
1789,bego
1790,tolol
1791,walk_out
1792,wkwkwk
1793,match_fixing
1794,maen
1795,musim
1796,towel
1797,banned
1798,maksud
1799,gapapa
1800,wo
1801,eropa
1802,amatir
1803,arsenal
1804,korup
1805,noh
